property_name,property_address,latitude,longitude,OpenStreetMap_address,property_price,property_description,tipe_property,certificate,dilengkapi_perabotan,kondisi_properti,jalur_telepon,jumlah_lantai,daya_listrik,tanggal_tayang,luas_bangunan,luas_tanah,kamar_tidur,kamar_mandi,garasi_mobil
"Florista Garden hunia exclusive Fasilitas WAH di km 7, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 876.500.000,"membeli rumah tidak semata-mata hanya beli bangunan dan tanah saja, sejatinya harus memperhatikan fasilitas dan lingkungannya jga ,",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,2,2200,20 Dec 2020, 105 m², 105 m²,3,3,
"Rumah Bagus 400/1200 + Kolam Renang Jln Demang Lebar Daun  Belakang Istana Gubernur Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 4.700.000.000,"Call/WA : 0816-382660

Dijual Rumah Bagus 400/1200 + Kolam Renang Jln Demang Lebar Daun Belakang Istana Gubernur Palembang

Luas tanah : 1200 m2
Luas bangunan : 400 m2
Kamar tidur : 4 Unit
Kamar mandi : 5 Unit
Jumlah lantai : 2

Harga : Rp 4.700.000.000 / unit

Spesifikasi :
Sertifikat Hak Milik
Listrik 6600 watt
Air PAM
Ada Kolam ikan
Ruang tamu ada
Carport 10 mobil
Garasi 6 Mobil
Lokasi Jl. Letnan Murod Palembang
Kolam Renang
Semua pintu dan tangga dari kayu jati

Deskripsi :
Rumah kondisi bagus dan unik, sisa tanah dan bangunan luas, sudahada pos jaga dan dilengkapikolam renang dan kolam ikan Koi, kawasan nyaman dan tenang, dengan akses kemana-mana mudah, sangat cocok untuk tempat tinggal Keluarga.

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,6600,18 Aug 2020, 400 m², 1200 m²,4,4,6
"Rumah 70/128 Dian Regency Jln Soekarno Hatta Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 750.000.001,"Call/WA : 0816-382660

Dijual Rumah 70/128 Dian Regency Jln Soekarno Hatta Palembang

LT : 128
LB : 70
KT : 3
KM : 2
Listrik : 1300 Watt

Harga: Rp 750 jt

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,1300,18 Aug 2020, 70 m², 128 m²,3,2,
"Rumah 562/225 di Jl. Inspektur Marzuki, Jl. Keluarga, Komplek Griya Permata Pakjo Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 2.500.000.000,"Call/WA : 0816-382660

Dijual Rumah 562/225 di Jl. Inspektur Marzuki, Jl. Keluarga, Komplek Griya Permata Pakjo Palembang

Luas tanah : 225 m2
Luas bangunan : 562,5 m2
KT : 5 unit
KM : 6 unit
Jumlah lantai : 2 lt
Garasi : 3 Mobil

Spesifikasi :
Jenis sertifikat : SHM/IMB
Daya listrik : 3300 watt
Sumber Air : PDAM

Harga : 2,5 M

Deskripsi : dijual rumah di Jln. Inspektur Marzuki, jl. Keluarga, komplek Griya permata, luas lahan 225 m2 dan renovasi rumah telah siap huni, terdapat beberapa fasilitas seperti AC setiap kamar dan Water heater. 

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,,,2,3300,18 Aug 2020, 225 m², 562 m²,5,5,3
"rumah mewah nuansa jepang, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 1.113.000.000,"osaka
pertama di Palembang Perumahan mewah dengan nuansa jepang. lokasi strategis di pusat kota",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,2,2200,20 Dec 2020, 70 m², 139 m²,3,2,
"Butuh uang, dibawah pasar, Ilir Timur I, Palembang","Ilir Timur I, Palembang ",-2.9781197500000003,104.75527385678066,"Ilir Timur I, Palembang, Sumatera Selatan, Indonesia",Rp. 1.000.000.000,"Town House siap huni
Dekat pusat kota dan bebas banjir
Akses gampang, dekat jalur kendaraan umum
Lingkungan aman dan nyaman",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,3,4400,06 Oct 2020, 160 m², 76 m²,3,3,1
"Rumah Mewah 400/298, 2 Lantai di Lr. Harapan, Angkatan 45 Palembang, Ilir Barat II, Palembang","Ilir Barat II, Palembang ",-2.99850145,104.74414825731299,"Ilir Barat II, Palembang, Sumatera Selatan, Indonesia",Rp. 3.700.000.000,"Call/WA : 0816-382660

Dijual Rumah Mewah 400/298, 2 Lantai di Lr. Harapan, Angkatan 45 Palembang

Luas tanah : 298 M2
Luas bangunan : 400 m2 (20m10mx2 lantai)
Kamar tidur : 6 Unit (4 diatas)
Kamar mandi : 6 unit ( 4 Diatas )
Listrik : 3300 W
Air : PDAM 24jam
Carport 3 Mobil
Fasilitas Gas Alam

Spec :
SHM, IMB, PBB
Jumlah lantai : 2
Hadap Timur

Harga : Rp 3,7 M

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,3300,18 Aug 2020, 400 m², 298 m²,6,6,1
"Rumah 288/360 Furnish 3 Lantai di Komplek Bukit Sejahtera(poligon) Palembang, Gandus, Palembang","Gandus, Palembang ",-3.0020309,104.6966331,"Gandus, Palembang, Sumatera Selatan, 30149, Indonesia",Rp. 3.000.000.000,"Call/WA : 0816-382660

Dijual Rumah 288/360 Furnish 3 Lantai di Komplek Bukit Sejahtera(poligon) Palembang

Luas tanah : 288m2
Luas bangunan : 360m2
Kamar tidur : 4+3
Kamar mandi : 4+2
Listrik : 2200 watt
Air : PDAM
Garasi : 1 Mobil
Carport : 1 Mobil
SHM

Nilai Lebih :
Lokasi Berada di komplek yang Ramai,Akses jalan lebar,
Lingkungan Aman dan Nyaman
Cocok untuk Tempat Tinggal

Include
-AC 6 unit
-Lemari
- CCTV
-Tempat Tidur
-TV
- Sofa 1 set
-Kitchen Set dan Mini Bar

Harga : 3M

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,2200,18 Aug 2020, 360 m², 288 m²,6,5,1
"Rumah Mewah 315/360 di Komplek Tanjung Barangan Indah Palembang, Ilir Barat II, Palembang","Ilir Barat II, Palembang ",-2.99850145,104.74414825731299,"Ilir Barat II, Palembang, Sumatera Selatan, Indonesia",Rp. 2.100.000.000,"Call/WA : 0816-382660

Dijual Murah Rumah Cantik 315/360 di Komplek Tanjung Barangan Indah Palembang

Luas Tanah : 360 m2
Luas Bangunan : 315 m2
Kamar Tidur : 3 unit
Kamar Mandi : 3 + 1 unit

Turun Harga dari Rp. 2,7 M menjadi Rp 2.1 M

Spesifikasi :
Sertifikat Hak Milik
Listrik 2200 watt dan 1300 watt
Air PAM
Kamar Tidur Utama Plus Kamar Mandi (luas 5m x 5m)
2 Kamar Anak atas dan bawah (luas 4m x 4m ) plus teras 4m x 5m
Ruang Tamu (4m x 9m)
Ruang TV bawah (3m x 4m) & ruang TV atas (6m x 4m) plus teras 4m x 6m
Ruang keluarga (4m x 6m)
Ruang Makan (4m x 6m)
Dapur plus Kitchen Set
Garasi mobil besar besar untuk 3 mobil ( depan dan samping)
tambahan bangunan terpisah dari rumah 6m x 4m, 2 lantai (ex kantor Interior) plus kamar Mandi
Gazebo 4m x 4m

Termasuk :
Gorden
Kitchen Set
Backdrop TV diruang nonton
Backdrop TV diruang keluarga
Backdrop TV dikamar Utama
Lemari Hias diruangan keluarga
Posisi Rumah",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,3500,18 Aug 2020, 360 m², 315 m²,3,4,2
"Rumah 180/100 Komplek Demang Hill Jln Demang Lebar daun Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 1.100.000.000,"Call/WA : 0816-382660

Dijual Rumah 180/100 Komplek Demang Hill Jln Demang Lebar daun Palembang

LT : 100
LB : 180
KT : 4 
KM : 2
Lt : 2
Listrik : 2200 Watt
Garasi mobil
Car port

Spec :
- SHM
- IPB
- PBB
- PAM

Turun Harga : dari Rp.1,5 M menjadi Rp.1,1 M

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,2200,18 Aug 2020, 180 m², 100 m²,4,2,1
"Rumah Mewah 750/1237 di Jln M P Mangkunegara dekat Giant Kenten Palembang, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 7.500.000.000,"Call/WA : 0816-382660

Dijual Rumah Mewah 750/1237 di Jln M P Mangkunegara dekat Giant Kenten Palembang

Rumah sangat bagus dan siap huni.

LT : 1237 m2
LB : 750 m2
KT : 6
KM : 5
Listrik : 4400 watt

Harga : 7,5 M

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus Sekali,,2,4400,18 Aug 2020, 750 m², 1237 m²,6,5,2
"Rumah Cantik tipe 300/270 di Komplek Vila Sukamaju Palembang, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 1.600.000.000,"Call/WA : 0816-382660

Turun harga Rumah 2,2 M jadi 1,6 M
Rumah tipe 300/270 di Komplek Vila Sukamaju Palembang

Call/WA : 0816-382660

Dijual rumah cantik full furnish posisi hook dalam komplek perumahan one gate system 

Luas tanah 270 m2
Luas bangunan 300 m2
kt 3 unit
km 2 unit
listrik 3500 watt

Include : 
ac 2 unit
spring bed serta 2 unit
sofa 1 unit
kursi tamu 
meja makan 1 unit
tv 2 unit 40 dan 32 inxl
kulkas 2 unit
kitchen set
hordeng set
bak penampungan air besar
lemari jati pakaian 
bufet set
garasi 2 mobil
1 set kursi santai 

Harga : 2,2 Milyar jadi 1,6 M net

Nilai lebih: 
Rumah cantik dan bangunan modern minimalis ,dalam kawasan yg aman nyaman dlm komplek one gate system dan keamanan 24 jam , sangat cocok untuk hunian kel bahagia",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,1,3500,18 Aug 2020, 300 m², 270 m²,3,2,1
"Rumah 2 Lantai Lokasi Sangat Strategis di Kota Palembang, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 800.000.000,"Rumah 2 Lantai di Jl. Rama Raya Villa Melayu Indah No. B1, Karya Baru, Kota Palembang. Lingkungan aman nyaman dan bebas banjir, Lokasi sangat strategis dari komplek ke Jalan Raya Utama Jl. Kol. H Burlian kurang lebih berjarak +_500 meter, ke bandara 10 menit, pasar tradisional 5 menit, dekat masjid, sekolah IGM, SIT Fathona, SD/SMP Negeri.

Harga Rp.800.000.000 (Nego) Jika berminat silahkan hubungi pemilik langsung Telp/WA: 081368085691

Spesifikasi Rumah:
- Harga Rumah: Rp.800.000.000 (Nego)
- Sertifikat Rumah: SHM (Sertifikat Hak Milik)
- Luas Bangunan: 152 m2
- Luas Tanah: 222 m2 ( Lantai Atas & Bawah)
- Kamar Tidur: 3 kamar
- Kamar Mandi: 3
- Carport Mobil: 1 Mobil
- Sumber Air: PAM
- Daya Listrik: 3.500 Watt
- Jumlah Lantai: 2 Lantai
- Alamat Lokasi Rumah: Jl. Rama Raya Villa Melayu Indah No. B1 Rt.37 Rw. 11, Kel. Karya Baru, Kec.Sukarami, Kota Palembang

Mohon maaf sebelumnya, rumah ini dijual hanya untuk pembeli langsung yang serius Tanpa Perantara",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus Sekali,,2,3500,13 Dec 2020, 152 m², 222 m²,3,3,1
"Rumah 105/238 Gardena Hill Jln HBR Motik KM 8 Palembang, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 600.000.000,"Call/WA : 0816-382660

Dijual Rumah 105/238 Gardena Hill Jln HBR Motik KM 8 Palembang

Spec :
LT = 238 m
LB = 105 m
KT = 2
KM = 1
Lantai = 1
Listrik = 1.300 watt
Air PAM ATA

Perumahan Gardena Hill Jalan Gotong Royong KM.8

Harga 600 jt

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,1,1300,18 Aug 2020, 105 m², 238 m²,2,1,
"Rumah Mewah 600/786 Jln Sukamulya Swadaya Basuki Rahmad Palembang, Kemuning, Palembang","Kemuning, Palembang ",-2.9505602,104.74988216891136,"Kemuning, Palembang, Sumatera Selatan, Indonesia",Rp. 3.700.000.000,"Call/WA : 0816-382660

Dijual Rumah Mewah 600/786 Jln Sukamulya Swadaya Basuki Rahmad Palembang

LB : 600 m2
LT : 786 m2
KT : 7 + 1
KM : 7
Listrik : 4500 Watt
PAM

Spec :
- SHM
- IMB
- Taman Belakang
- Carport 4 Mobil
- Ada ruang ibadah
- Dinding Wallpaper

Turun Harga dari Rp. 5 M menjadi Rp. 3,7 M

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,4400,18 Aug 2020, 600 m², 786 m²,7,6,2
"Rumah Mewah 250/870 + Kolam renang Pusat Kota Jln Seduduk Putih Palembang, Ilir Timur I, Palembang","Ilir Timur I, Palembang ",-2.9781197500000003,104.75527385678066,"Ilir Timur I, Palembang, Sumatera Selatan, Indonesia",Rp. 6.000.000.000,"Call/WA : 0816-382660

Dijual Rumah Mewah 250/870 + Kolam renang Pusat Kota Jln Seduduk Putih Palembang

Luas tanah : 870 m2
Luas bangunan : 250 m2
kamar tidur : 4 unit
Kamar mandi : 5 unit

Harga : Rp. 6 M

Spesifikasi :
Sertifikat Hak Milik
PBB
IMB
Listrik 3500 watt
Air PAM
Gas Alam
Garasi 2 mobil

Fasilitas :
Tedmond 2 unit
3 kamar tidur plus kamar mandi dalam
Kitchen set Plus dapur besar,
Pool plus garden
Parkiran 2 mobil
Halaman luas bisa 8 mobil
2 phone line
3 unit gas water heater

Deskripsi :
Rumah bagus siap huni, lokasi dalam komplek perumahan, posisi tengah kota aman dan nyaman, cocok untuk tempat tinggal Keluarga. Akses ke kota dekat sekali dan tentunya sesuai kebutuhan anda.

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,1,3500,18 Aug 2020, 250 m², 870 m²,4,4,2
"Rumah Mewah 600/340 + kolam renang dijalan Demang lebar daun ditengah kota Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 4.950.000.000,"Call/WA : 0816-382660

Dijual rumah mewah 600/340 + kolam renang dijalan Demang lebar daun ditengah kota Palembang

Luas bangunan : 600 M2
Luas tanah : 340 M2
Kamar tdr : 4 + 1 
Kamar mandi : 4
Listrik : 10.000 watt
Air : pdam
Ada kolam renang

Bonus : 
1 unit ac central
3 unit ac kamar
Mesin pompa
1 set meja makan
Kitchen set

*Rp 4.950.000.000* 

Deskripsi :
Rumah mewah + kolam renang, tengah kota, dekat mall, rumah sakit, universitas sriwijaya, perkantoran, sekolahan, pasar, dan lain nya.

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,3,1300,18 Aug 2020, 600 m², 340 m²,4,4,2
"Rumah baru Minimalis di Komplek Kenten Makmur residence, Jln Rustini Palembang, Sako, Palembang","Sako, Palembang ",-2.9255981,104.7864873,"Sako, Palembang, Sumatera Selatan, 30163, Indonesia",Rp. 335.000.000,"Hubungi Sekarang:
Daniel : 0812-7129-3307
Taher : 0821-7916-1483

Dijual Rumah baru Minimalis di Komplek Kenten Makmur residence, Jln Rustini Palembang

Luas tanah : 91 m2
Luas bangunan : 45 m2
Kamar tidur : 2 unit
Kamar mandi : 1 unit

Spesifikasi :
Sertifikat Hak Milik
Listrik 1300 watt
Air PAM
Carport 1 mobil

Nilai lebih :
2 menit ke Indogrosir
3 menit ke Giant Ekstra Kenten
5 menit ke Pasar Perumnas
5 menit Ke JM Kenten
7 menit ke Lapangan Golf
7 menit Ke PTC MALL
12 menit Ke Bandara Internasional Sultan Mahmud Badaruddin II

Deskripsi :
Rumah berada di dalam komplek Kenten Resort, One gate sistem, komplek sudah ramai penghuni, kawasan aman dan nyaman, akses jalan 2 mobil. Cocok untuk tempat tinggal yang tentunya sesuai kebutuhan Anda.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,1300,19 Jul 2020, 45 m², 91 m²,2,1,
"Rumah Mewah Baru Minimalis dalam komplek di Jalan Macam Kumbang VII Demang Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 850.000.000,"WA Sekarang :
Daniel : 0812-7129-3307
Reza : 0853-5729-0316

Kawasan Terbaik Dijual Rumah Mewah Minimalis dalam komplek di Jalan Macam Kumbang VII Demang Palembang
Luas tanah : 166 m2
Luas bangunan : 50 m2
Kamar tidur : 2 unit
Kamar mandi : 1 unit
1 lantai

Spesifikasi :
Sertifikat Hak Milik
Listrik 2200 watt
Air PAM
Ada
One Gate System
Cluster Exclusive 

Nilai lebih :
2 menit ke Hotel Exelton
3 menit ke Dunkin Donut
3 menit ke Polda
3 menit ke RS Siti Khodijah
4 menit ke SPBU terdekat
5 menit ke Palembang Icon
5 menit ke Rumah Sakit BUNDA
6 menit Ke Transmart Radial
7 menit ke Universitas Sriwijaya
7 menit ke RS Charitas

Deskripsi :
Perumahan mewah di tengah kota, dekat mall, rumah sakit, universitas sriwijaya, perkantoran, sekolah dasar SD, SMP, SMA, pasar tradisional, dan lain nya. Lokasi di Demang Lebar Daun jalan macan Kumbang VII. Cocok sebagai hunian bagi keluarga yang membutuhkan akses ke kota dengan mudah.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,1300,19 Jul 2020, 50 m², 166 m²,2,1,1
"Kawasan Terbaik Rumah Mewah Minimalis dalam komplek di Jalan Macam Kumbang VII Demang Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 1.150.000.000,"WA Sekarang :
Daniel : 0812-7129-3307
Reza : 0853-5729-0316

Kawasan Terbaik Dijual Komplek Rumah Mewah Minimalis di Jalan Macam Kumbang VII Demang Palembang

Luas tanah : 156 m2
Luas bangunan : 125 m2
Kamar tidur : 4 unit
Kamar mandi : 3 unit

Spesifikasi :
Sertifikat Hak Milik
Listrik 2200 watt
Air PAM
Ada
One Gate System
Cluster Exclusive 

Nilai lebih :
2 menit ke Hotel Exelton
3 menit ke Dunkin Donut
3 menit ke Polda
3 menit ke RS Siti Khodijah
4 menit ke SPBU terdekat
5 menit ke Palembang Icon
5 menit ke Rumah Sakit BUNDA
6 menit Ke Transmart Radial
7 menit ke Universitas Sriwijaya
7 menit ke RS Charitas

Deskripsi :
Perumahan mewah di tengah kota, dekat mall, rumah sakit, universitas sriwijaya, perkantoran, sekolah dasar SD, SMP, SMA, pasar tradisional, dan lain nya. Lokasi di Demang Lebar Daun jalan macan Kumbang VII. Cocok sebagai hunian bagi keluarga yang membutuhkan akses ke kota dengan mudah.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,2,2200,19 Jul 2020, 125 m², 156 m²,4,3,
"Rumah Townhouse Ready Komplek Classic Grand Palazzo di Tepi Jalan Utama Pipa Reja Palembang, Kemuning, Palembang","Kemuning, Palembang ",-2.9505602,104.74988216891136,"Kemuning, Palembang, Sumatera Selatan, Indonesia",Rp. 1.250.000.000,"Informasi Lebih Detail Hubungi :
Marketing
Daniel	: 0812-7129-3307
Taher	: 0821-7916-1483

Dijual Rumah Ready Komplek Classic Grand Palazzo di Tepi Jalan Utama Pipa Reja Palembang
Luas tanah : 120 m2 (7m x 17 )
Luas bangunan : 140 m2
kamar tidur : 3 unit
Kamar mandi : 2 unit

Spesifikasi :
Sertifikat Hak Milik
Listrik 2200 watt
Air PDAM
Akses jalan : 2 Jalur
One Gate System
Unit Ready

Nilai lebih :
3 menit ke Mall PTC, 
3 menit Mall Giant Kenten,
3 menit ke Mall JM Kenten.
3 menit ke Hotel Novotel, 
2 menit ke Hotel Bless, 
3 menit ke Hotel Maxone, 
3 menit ke Caf KaWe, 
3 menit ke SPBU terdekat, 
1 menit ke Indomaret dan AlfaMart terdekat
3 menit Pasar Tradisional terdekat 
5 menit ke Rumah Sakit Hermina, 

Deskripsi :
Lokasi perumahan Grand Palazzo di pinggir jalan utama pipa reja dengan harga terjangkau, lokasi cocok untuk tempat tinggal keluarga yang membutuhkan akses ke kota dengan mudah.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,2,2200,19 Aug 2020, 140 m², 120 m²,3,1,
"40 JT All in Hunian exclusive di pinggir jln utama km 11, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 470.000.000,"grand mutiara residen merupakan perumahan terbaru di km 11 tepatnya di belakang bank MANDIRi simpang kades, sangat cocok untuk keluarga",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,1300,04 Dec 2020, 45 m², 108 m²,2,1,
"rumah siap huni 5 menit dari ptc mal, Ilir Timur II, Palembang","Ilir Timur II, Palembang ",-2.9659463,104.77772717002355,"Ilir Timur II, Palembang, Sumatera Selatan, Indonesia",Rp. 1.800.000.000,"dijual rumah siap huni dalam komplek mayoritas lingkungan tinghoa, sangat cocok utk tempat tinggal keluarga",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,3300,04 Dec 2020, 350 m², 303 m²,5,3,
"Arcadia Town Center, Rumah mewah type 48, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 499.000.000,"Orchid recidence 2 bertempat di wilayah jakabaring yang sedang berkembang sangat cepat melebihi kecepatan motor GP Rossi, hehe

Apa sih ke untungan punya rumah di Orchid recidence jakabaring??
Pasti banyak orang mungkin termasuk anda juga memiliki pemikiran seperti itu juga ya,
Oke deh saya kasih tau nih , ke untungan nya adalah lokasi perumahan kita terletak di pinggir jalan poros jakabaring dekat dengan rumah sakit, jalan TOL, mall, stadion GSJ dan tempat reakrasi kluarga, dan yang pasti jauh dari kata banjirtt ,itu baru beberapa contoh nya aja loh.

Selain rumah yg bagus dan lokasi stratrgis, harga di perumahan kita juga termasuk di kategori murah loh, eitsss harga murah bukan berarti murahan ya.

Type 48 luas tanah 90m2 harga 499 juta, free biaya AJB, BBN, BPHTB, IMB, SHM. Dan ada juga hadiah langsung tanpa di undi dari kita,

info hubungi ; Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,21 Sep 2020, 48 m², 90 m²,2,1,
"Arcadia Town Center, beli rumah dapat PROMO CASHBACK 10JT, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 499.000.000,"Arcadia town center jakabaring.

Promo beli rumah dapat hadiah langsung seperti HP, AC, TV, Kulkas dll.

Bebas biaya AJB, BBN, BPHTB, SHM dan IMB.

Lokasi strategis persis berada di jalan poros jakabaring, lokasi hanya 7 menit dari OPI MALL JAKABARING PALEMBANG, 5 menit dari jalan TOL, dll.

type 48 luas tanah 90m2, harga 499 juta, DP 10% dari harga jual.

info hubungi ; nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,10 Oct 2020, 48 m², 90 m²,2,1,
"hunian asri 5 menit dari pasar prumnas, Sako, Palembang","Sako, Palembang ",-2.9255981,104.7864873,"Sako, Palembang, Sumatera Selatan, 30163, Indonesia",Rp. 425.000.000,"graha Sako baru perumahan dengan konsep one gate sistim yg berlokasi di Sako baru jl gotong royong 2,
tersedia dua tipe
tipe 45/122m
tipe 54/122m
sangat cocok untuk hunian keluarga tercinta,unit terbatas hanya 20 unit t",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,1300,06 Jan 2021, 54 m², 125 m²,2,1,
"Rumah tipe 125/327
Komplek Poligon
Palembang, Gandus, Palembang","Gandus, Palembang ",-3.0020309,104.6966331,"Gandus, Palembang, Sumatera Selatan, 30149, Indonesia",Rp. 1.500.000.000,"Call/WA : 0816-382660

Dijual Rumah tipe 125/327
Komplek Poligon
Palembang

Alamat :
Komplek Poligon
Palembang

Luas tanah : 327 m2 
Luas bangunan : 125 m2
Kamar tidur : 5 unit
Kamar mandi : 2 unit
Gudang : 1 unit
Jenis sertifikat : SHM, IMB
Daya listrik : 4400 Watt
Sumber Air : PDAM

Harga Jual: 1,5 M

Deskripsi :
Rumah didalam komplek yang aman dan tenang. Kondisi rumah bagus dan bersih siap pakai, cocok untuk tempat tinggal atau kantor. Akses jalan 2 mobil,",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,1,4400,27 Sep 2020, 125 m², 327 m²,5,2,3
"Rumah 200/283  Bagus 2 Lantai Jln Yayasan 2, R.E. Martadinata Palembang, Kalidoni, Palembang","Kalidoni, Palembang ",-2.9504179,104.8034681,"KALIDONI, Palembang, Sumatera Selatan, 30119, Indonesia",Rp. 2.100.000.000,"Call/WA : 0816-382660

Dijual Rumah 200/283 Bagus 2 Lantai Jln Yayasan 2, R.E. Martadinata Palembang

Luas tanah : 283 m2
Luas Bangunan : 200 m2
Kamar Tidur : 5 unit
Kamar Mandi : 4 unit
Jumlah lantai : 2

Harga : Rp 2.100.000.000 / unit

Spesifikasi :
Sertifikat Hak Milik
Listrik 5500 watt
Lantai : Keramik
Carport 1 Mobil
Garasi 1 Mobil
Air PAM
Bonus AC 3 unit

Deskripsi :
Rumah di dalam Komplek (One Gate system), akses jalan 2 mobil, cocok untuk tempat tinggal, kantor dan lainnya",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,5500,27 Sep 2020, 200 m², 283 m²,5,4,2
"Rumah mewah 600/1050 di Jl Macan kumbang Demang Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 7.300.000.000,"Call/WA : 0816-382660

Dijual Rumah mewah 600/1050 di Jl Macan kumbang Demang Palembang

Luas tanah : 1050 m2
Luas bangunan : 600 m2
Jumlah lantai : 2 lantai 
Kamar tidur : 5 unit
Kamar mandi : 4 unit

Harga : 7,3 M

Spesifikasi :
SHM
PLN : 2200 watt
Air PAM

Deskripsi :
Rumah mewah kondisi bagus siap huni,dengan halaman depan dan halaman belakang yg luas, berada di lingkungan yang nyaman & aman. Cocok untuk rumah tinggal keluarga tercinta.

Nilai lebih : 
Berada di lokasi strategis, tengah kota. Dekat dengan akses jalan utama dan mall. Lingkungan aman dan nyaman",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,2200,27 Sep 2020, 600 m², 1050 m²,5,4,1
